,name,group_pred,group_gnd,sarcomere_length_mean,sarcomere_length_std,sarcomere_area_ratio,z_length_mean,n_zbands,cell_mask_area,sheet,status,split
170,110624_3296_w2FITC-C_1,2.0,,1.3691683307317155,0.2962309578989794,0.2396316630879974,1.8791666666666669,108.0,1424.565,old_data_unlabeled,unlabeled,train
171,041225_4810_w2FITC-C,1.0,1.0,1.5661109519985985,0.2461446281522163,0.138091468002347,0.9826530612244898,49.0,928.6875,04_VN_P5D2,labeled,test
172,110724_3452_w2FITC-C_1,0.0,0.0,1.6158985922088542,0.1081449967637506,0.0174357978618895,0.5842105263157894,19.0,834.0525,old_data,labeled,train
173,111124_3540_w2FITC-C_2,0.0,0.0,0.0,0.0,0.0049459275146498,0.3,3.0,378.8775,old_data,labeled,train
174,110724_3446_w2FITC-C_1,0.0,0.0,1.6361052677216756,0.2953579485624051,0.0500952992658358,0.6750000000000002,22.0,810.0224999999999,old_data,labeled,train
175,041125_4807_w2FITC-C_2,1.0,1.0,1.4047412957006535,0.340294665898838,0.1026351833623666,0.9160714285714286,28.0,484.2225,06_VN_Cilen100,labeled,test
176,114124_3645_w2FITC-C_1,0.0,,0.0,0.0,0.0025767944679545,0.0,0.0,298.53,old_data_unlabeled,unlabeled,train
177,040425_4567_w2FITC-C,1.0,1.0,1.3774576165599692,0.2380854104299452,0.1389843351402097,1.1913461538461538,52.0,1033.8975,03_FN_P5D2,labeled,test
178,040325_4534_w2FITC-C_1,1.0,0.0,1.4823569581951843,0.3041644418272486,0.0843036867907978,0.7905405405405407,37.0,796.725,05_FN_Cilen100,labeled,test
179,041225_4849_w2FITC-C,0.0,0.0,1.5070034501709986,0.2838506781578194,0.0382974156312561,0.4568181818181818,22.0,650.925,04_VN_P5D2,labeled,test
180,041225_4836_w2FITC-C,0.0,0.0,0.0,0.0,0.0040729197894468,0.4499999999999999,2.0,287.0325,04_VN_P5D2,labeled,test
181,111124_3540_w2FITC-C_1,0.0,0.0,1.3231409308068958,0.263454046023343,0.0296768162145991,0.4374999999999999,12.0,427.3875,old_data,labeled,train
182,111124_3550_w2FITC-C_1,0.0,,1.4621233645083187,0.1664389055455949,0.0156339677497884,0.8099999999999999,10.0,1219.41,old_data_unlabeled,unlabeled,train
183,110624_3350_w2FITC-C_1,1.0,1.0,1.41633278100732,0.2670797422994947,0.1758389157013013,0.9230769230769232,52.0,692.055,old_data,labeled,train
184,041125_4778_w2FITC-C,0.0,0.0,1.3834478071811054,0.2415844284651854,0.0426684800045125,0.7300000000000001,15.0,687.5775,06_VN_Cilen100,labeled,test
185,114124_3657_w2FITC-C_1,1.0,,1.5177815281064178,0.2949296089946142,0.0802773953475679,1.0408163265306123,49.0,1464.345,old_data_unlabeled,unlabeled,train
186,111124_3474_w2FITC-C_2,0.0,,1.2411792756312792,0.0235288287167065,0.0109500690592676,0.4499999999999999,2.0,256.7925,old_data_unlabeled,unlabeled,train
187,111124_3496_w2FITC-C_1,0.0,,1.500461455844614,0.2602588596132769,0.0225288937620207,0.8857142857142856,21.0,1450.125,old_data_unlabeled,unlabeled,train
188,111124_3478_w2FITC-C_1,0.0,0.0,1.2842054920149335,0.0694006894002083,0.0066171317931247,0.3374999999999999,4.0,353.385,old_data,labeled,train
189,111124_3545_w2FITC-C_1,1.0,,1.3900129704043338,0.2784464576776448,0.1524651237341133,0.9044117647058824,34.0,528.795,old_data_unlabeled,unlabeled,train
190,114124_3647_w2FITC-C_2,2.0,,1.5844580009888436,0.2155199556109369,0.3345167938281975,1.7207865168539322,89.0,862.1999999999999,old_data_unlabeled,unlabeled,train
191,114124_3618_w2FITC-C_1,2.0,,1.4663421374726646,0.2786487064601808,0.2276460482159933,1.0870786516853932,89.0,1051.605,old_data_unlabeled,unlabeled,train
192,110724_3418_w2FITC-C_1,0.0,1.0,1.3991354402828318,0.1714370929231777,0.0676963527051713,0.8708333333333333,36.0,967.545,old_data,labeled,train
193,114124_3604_w2FITC-C_1,1.0,,1.4267177921179843,0.3150626350556731,0.1213817766035361,0.924,25.0,363.5325,old_data_unlabeled,unlabeled,train
194,114124_3609_w2FITC-C_1,1.0,,1.4331746923680309,0.190000147821673,0.1342671400563121,0.6774193548387095,62.0,616.86,old_data_unlabeled,unlabeled,train
195,110624_3345_w2FITC-C_1,1.0,1.0,1.3958393344950206,0.2545977031904499,0.0942430422574718,0.8426470588235294,34.0,756.9449999999999,old_data,labeled,train
196,110724_3388_w2FITC-C_1,1.0,,1.50891978036801,0.2597197182246343,0.1911001276920088,0.9981308411214952,107.0,1533.735,old_data_unlabeled,unlabeled,train
197,041125_4783_w2FITC-C,2.0,2.0,1.521034173504909,0.2279339649227338,0.3076481836100523,1.3013698630136987,219.0,2018.745,06_VN_Cilen100,labeled,test
198,110724_3396_w2FITC-C_1,0.0,,1.741114641455599,0.294164966134087,0.0186826828130518,0.6338709677419355,31.0,2714.4675,old_data_unlabeled,unlabeled,train
199,111124_3517_w2FITC-C_1,1.0,1.0,1.4163763987553486,0.3155261798962658,0.107309610340336,0.6785714285714286,42.0,732.2175,old_data,labeled,train
200,111124_3538_w2FITC-C_1,1.0,,1.5772663783497711,0.1909783239594882,0.1772304188452829,1.3308510638297868,47.0,743.0174999999999,old_data_unlabeled,unlabeled,train
201,040325_4539_w2FITC-C,2.0,2.0,1.4069729983890673,0.2587533519506482,0.2597926898900847,1.696808510638298,141.0,1598.76,05_FN_Cilen100,labeled,test
202,110724_3430_w2FITC-C_1,0.0,,1.2217164383297576,0.1154340613794292,0.0254326431570354,0.5357142857142857,7.0,425.115,old_data_unlabeled,unlabeled,train
203,110724_3387_w2FITC-C_1,1.0,2.0,1.4805685542696665,0.2308056967358716,0.1898044743340853,1.35974025974026,77.0,1070.9775,old_data,labeled,train
204,013125_3834_w2FITC-C_1,0.0,0.0,0.0,0.0,0.0044161318210992,0.5,3.0,775.5749999999999,02_VN,labeled,train
205,114124_3648_w2FITC-C_2,1.0,1.0,1.4499780635251254,0.3554230872386667,0.1583808644534306,1.268674698795181,83.0,1412.415,old_data,labeled,train
206,041125_4773_w2FITC-C,0.0,0.0,1.3938484820168424,0.2018848548652983,0.0168155456660764,0.4961538461538461,13.0,1133.4375,06_VN_Cilen100,labeled,test
207,040325_4515_w2FITC-C_2,0.0,0.0,1.5609164990672526,0.1876744826130696,0.0316409401968263,0.4499999999999999,2.0,301.185,05_FN_Cilen100,labeled,test
208,012925_3822_w2FITC-C_2,1.0,1.0,1.5340125116062144,0.2712683295278897,0.1092123649030059,0.76875,40.0,920.4975,02_VN,labeled,train
209,111124_3487_w2FITC-C_1,0.0,,0.0,0.0,0.0034260053326029,0.0,0.0,333.585,old_data_unlabeled,unlabeled,train
210,110624_3312_w2FITC-C_1,0.0,,1.3267305091522883,0.2076026058606523,0.0583200415590877,0.5812499999999999,16.0,523.5074999999999,old_data_unlabeled,unlabeled,train
211,040425_4564_w2FITC-C,1.0,1.0,1.4357727377083325,0.1918203345096285,0.0969310366787621,0.8884615384615385,13.0,401.7825,03_FN_P5D2,labeled,test
212,110724_3428_w2FITC-C_1,0.0,,1.4502440366942704,0.3952705386200481,0.0188395030333317,0.5124999999999998,12.0,615.0375,old_data_unlabeled,unlabeled,train
213,114124_3624_w2FITC-C_1,0.0,,1.4949869228730948,0.3458769595985124,0.0379379111639001,0.7263157894736841,19.0,814.545,old_data_unlabeled,unlabeled,train
214,110724_3469_w2FITC-C_1,0.0,,0.0,0.0,0.0053211752729011,0.4125,4.0,848.6324999999999,old_data_unlabeled,unlabeled,train
215,041225_4851_w2FITC-C,0.0,0.0,1.4931942262724525,0.1760074752734567,0.0360897086660498,0.6346153846153846,13.0,546.255,04_VN_P5D2,labeled,test
216,110724_3462_w2FITC-C_1,2.0,,1.5566728164911934,0.2408437011482703,0.2432208712965547,1.384848484848485,99.0,1048.095,old_data_unlabeled,unlabeled,train
217,013125_3838_w2FITC-C_1,0.0,0.0,1.2128531668973503,0.092583758859456,0.015163853084853,0.7875,4.0,592.38,02_VN,labeled,train
218,110724_3445_w2FITC-C_1,0.0,,1.571504608748851,0.1805809936367929,0.0664299137289628,0.5275862068965518,29.0,663.93,old_data_unlabeled,unlabeled,train
219,114124_3577_w2FITC-C_1,0.0,,0.0,0.0,0.0014300806237238,0.0,0.0,261.7425,old_data_unlabeled,unlabeled,train
220,114124_3584_w2FITC-C_2,1.0,,1.4948999009107724,0.3678942747070094,0.1365705344526601,1.041,100.0,1688.6475,old_data_unlabeled,unlabeled,train
221,110724_3424_w2FITC-C_1,1.0,1.0,1.399097443147022,0.2523905790103374,0.1089268841012134,0.8743589743589744,117.0,2111.6475,old_data,labeled,train
222,041225_4828_w2FITC-C_1,0.0,0.0,1.240945602724543,0.1061158295917282,0.0030683248983913,0.75,1.0,375.435,04_VN_P5D2,labeled,test
223,114124_3637_w2FITC-C_2,0.0,,1.0462007997411622,0.0,0.0082111989677077,0.3,1.0,381.6,old_data_unlabeled,unlabeled,train
224,110624_3353_w2FITC-C_1,1.0,1.0,1.64885492819383,0.2652019388916729,0.144551530632118,0.897272727272727,55.0,746.1225,old_data,labeled,train
225,041225_4833_w2FITC-C,0.0,0.0,1.4951499901703484,0.2848032162931914,0.0369113614125031,0.6617647058823528,17.0,741.4649999999999,04_VN_P5D2,labeled,test
226,114124_3637_w2FITC-C_1,0.0,0.0,0.0,0.0,0.0004587337253493,0.0,0.0,317.835,old_data,labeled,train
227,114124_3576_w2FITC-C_1,2.0,,1.6957814762702152,0.2428738121412681,0.3155526038257547,0.956896551724138,203.0,1753.11,old_data_unlabeled,unlabeled,train
228,110724_3457_w2FITC-C_1,2.0,2.0,1.4113342101854416,0.245711442466932,0.272618150408696,1.1578947368421053,114.0,1056.2175,old_data,labeled,train
229,114124_3614_w2FITC-C_1,0.0,,1.4257981561359827,0.2599595898330559,0.0281223246675728,0.6749999999999999,8.0,569.6324999999999,old_data_unlabeled,unlabeled,train
230,110624_3299_w2FITC-C_1,2.0,2.0,1.506293279525852,0.2155194175812627,0.2390126782856587,1.3752808988764045,178.0,2165.985,old_data,labeled,train
231,114124_3643_w2FITC-C_1,0.0,,1.0430344353764331,0.0,0.0099204098216708,0.3,1.0,265.8825,old_data_unlabeled,unlabeled,train
232,114124_3611_w2FITC-C_1,1.0,1.0,1.708270112893667,0.2646469377622057,0.1334925129136226,1.2409090909090907,22.0,500.985,old_data,labeled,train
233,040225_4406_w2FITC-C_1,0.0,0.0,0.0,0.0,0.0005582646132515,0.0,0.0,336.6225,01_FN,labeled,train
234,110724_3470_w2FITC-C_1,1.0,2.0,1.5044045794492398,0.2648142302673389,0.1319678716452784,0.9064285714285713,70.0,1148.265,old_data,labeled,train
235,110724_3381_w2FITC-C_1,1.0,1.0,1.4019359035474055,0.3665886227850357,0.0997598493297751,0.9405405405405404,37.0,719.1675,old_data,labeled,train
236,040925_4653_w2FITC-C_2,1.0,1.0,1.5072661489449208,0.2935656847624381,0.1269265565793899,0.9928571428571424,42.0,693.0899999999999,02_VN,labeled,train
237,111124_3512_w2FITC-C_1,1.0,1.0,1.347922341346584,0.2920377493577427,0.0986943828457691,0.9000000000000001,26.0,447.0525,old_data,labeled,train
238,114124_3627_w2FITC-C_!,0.0,0.0,1.4229325375413175,0.0772729235853925,0.014092140942239,0.4499999999999999,2.0,513.675,old_data,labeled,train
239,040925_4640_w2FITC-C_2,0.0,0.0,1.44166161104997,0.2953197982914516,0.0458514658908742,0.7304347826086955,23.0,1008.855,02_VN,labeled,train
240,110624_3284_w2FITC-C_1,0.0,0.0,0.0,0.0,0.0005993195351837,0.0,0.0,144.0225,old_data,labeled,train
241,110624_3285_w2FITC-C_1,1.0,,1.386416719443574,0.1711395322972884,0.1104778568692837,0.7645161290322582,31.0,526.3199999999999,old_data_unlabeled,unlabeled,train
242,114124_3590_w2FITC-C_1,0.0,1.0,1.3812138228741249,0.3243463376073489,0.052007897682676,0.9173076923076924,26.0,857.79,old_data,labeled,train
243,114124_3656_w2FITC-C_1,1.0,1.0,1.412043373077145,0.3163824688744056,0.0997040705181545,0.686111111111111,54.0,1070.325,old_data,labeled,train
244,111124_3494_w2FITC-C_2,1.0,,1.4629712784881648,0.2221335216560696,0.1028315707848896,0.7105263157894737,57.0,1037.61,old_data_unlabeled,unlabeled,train
245,114124_3630_w2FITC-C_1,0.0,,1.368112473660272,0.2794176783486102,0.080663184638364,0.6958333333333333,36.0,797.1975,old_data_unlabeled,unlabeled,train
246,110724_3461_w2FITC-C_1,1.0,,1.3887595292309742,0.3111074283388554,0.1965969524772732,1.009090909090909,77.0,922.095,old_data_unlabeled,unlabeled,train
247,110624_3335_w2FITC-C_2,0.0,0.0,0.0,0.0,0.003154564054468,0.0,0.0,360.81,old_data,labeled,train
248,110624_3362_w2FITC-C_1,2.0,,1.4050915514686653,0.2003185129442887,0.2616061976778331,1.13030303030303,99.0,1086.0075,old_data_unlabeled,unlabeled,train
249,040325_4520_w2FITC-C,0.0,1.0,1.2810309143961882,0.204457956113272,0.0623836591495335,0.6818181818181818,22.0,680.265,05_FN_Cilen100,labeled,test
250,041225_4821_w2FITC-C_2,0.0,0.0,1.486318171339181,0.2699236604905332,0.0159763404796555,0.4499999999999999,9.0,783.9,04_VN_P5D2,labeled,test
251,012925_3827_w2FITC-C_2,1.0,1.0,1.526195197772365,0.2214786883707555,0.0502591798837315,1.2611111111111113,27.0,1234.1925,02_VN,labeled,train
252,110724_3403_w2FITC-C_3,0.0,,1.022663600516972,0.0,0.0079791456398148,0.525,2.0,449.6175,old_data_unlabeled,unlabeled,train
253,114124_3662_w2FITC-C_1,1.0,,1.527551481401992,0.2612789148156754,0.2040401142649503,0.9822115384615384,104.0,1200.8925,old_data_unlabeled,unlabeled,train
254,111124_3564_w2FITC-C_1,2.0,2.0,1.4409926035088998,0.2560042123865863,0.2253207508501106,1.0920967741935483,310.0,3515.535,old_data,labeled,train
255,041125_4805_w2FITC-C_1,2.0,2.0,1.3765522904093812,0.265396604208417,0.2600732215182568,1.329255319148936,94.0,927.225,06_VN_Cilen100,labeled,test
256,111124_3493_w2FITC-C_1,0.0,0.0,1.6636531688331528,0.3092177182043425,0.0315003169092732,0.96,5.0,379.3275,old_data,labeled,train
257,110624_3369_w2FITC-C_1,2.0,,1.553450711400707,0.2284922805491994,0.3704880347480243,1.5122448979591836,245.0,2119.5,old_data_unlabeled,unlabeled,train
258,040425_4571_w2FITC-C,0.0,0.0,1.6357239800165235,0.0443164873415827,0.0033146925661471,0.375,2.0,741.1725,03_FN_P5D2,labeled,test
259,041225_4808_w2FITC-C,1.0,1.0,1.554072237753696,0.2852753497040088,0.0877095091841851,0.7298076923076923,52.0,1201.59,04_VN_P5D2,labeled,test
260,012725_3741_w2FITC-C_2,0.0,1.0,1.607463868089135,0.3665225606767754,0.0441856452388772,0.4607142857142856,14.0,396.2475,01_FN,labeled,train
261,110724_3425_w2FITC-C_1,1.0,,1.4105167081862469,0.3648380651509684,0.1565026310798064,1.0532608695652177,46.0,571.5,old_data_unlabeled,unlabeled,train
262,114124_3603_w2FITC-C_3,1.0,,1.3953279271889585,0.291328084703235,0.1279365743997038,0.6884615384615385,39.0,500.3325,old_data_unlabeled,unlabeled,train
263,040425_4556_w2FITC-C,1.0,0.0,1.4652944305446411,0.2596494986951049,0.094786934513911,0.9107142857142856,56.0,1024.6275,05_FN_Cilen100,labeled,test
264,114124_3596_w2FITC-C_1,2.0,2.0,1.64409439996439,0.2467306327706627,0.2346360551309361,0.9648648648648648,222.0,2519.1675,old_data,labeled,train
265,040425_4562_w2FITC-C,0.0,0.0,0.0,0.0,0.0012927820648312,0.0,0.0,277.1775,03_FN_P5D2,labeled,test
266,110724_3398_w2FITC-C_1,1.0,1.0,1.4871838489821636,0.1767307027670352,0.1739021986040824,1.133720930232558,43.0,599.1075,old_data,labeled,train
267,114124_3598_w2FITC-C_1,2.0,,1.4752487680886537,0.2353195560376489,0.2541570610659437,1.1723154362416108,298.0,3534.7725,old_data_unlabeled,unlabeled,train
268,110624_3307_w2FITC-C_2,1.0,,1.4987687832147525,0.2493136793528139,0.0873462705214801,0.8318181818181818,33.0,690.93,old_data_unlabeled,unlabeled,train
269,114124_3602_w2FITC-C_2,1.0,1.0,1.4765503694135986,0.2573510631741239,0.2140362710630578,0.9333333333333332,27.0,261.225,old_data,labeled,train
270,114124_3592_w2FITC-C_1,1.0,1.0,1.3406560304511288,0.259205193802768,0.0220394138378666,1.1554054054054053,37.0,3399.6375,old_data,labeled,train
271,110724_3439_w2FITC-C_1,0.0,,1.3408424305512936,0.1789535898089629,0.0101736836044252,0.45,5.0,478.665,old_data_unlabeled,unlabeled,train
272,040225_4394_w2FITC-C,0.0,0.0,1.5726105942276531,0.4347262819796145,0.032406906632053,0.72,5.0,338.0175,01_FN,labeled,train
273,111124_3536_w2FITC-C_1,0.0,,1.6942987160163312,0.3219026539192598,0.0316186874504107,0.8076923076923076,13.0,853.1999999999999,old_data_unlabeled,unlabeled,train
274,041225_4811_w2FITC-C,0.0,0.0,1.361587245335523,0.245885730606903,0.0345844353997655,0.5343749999999999,16.0,535.05,04_VN_P5D2,labeled,test
275,110624_3365_w2FITC-C_1,0.0,1.0,1.5573647469575238,0.3540501678033718,0.0155914092578469,0.4958333333333333,36.0,3820.005,old_data,labeled,train
276,040925_4659_w2FITC-C_1,0.0,0.0,1.7927170354535056,0.0387042737595026,0.0049329615497202,0.0,0.0,519.8175,02_VN,labeled,train
277,040225_4412_w2FITC-C,2.0,1.0,1.5047366051495503,0.2241231712113172,0.1559198119980004,1.0806282722513088,191.0,3098.8575,01_FN,labeled,train
278,040925_4652_w2FITC-C_1,0.0,0.0,1.3964247920651671,0.2100277924873427,0.0606937400405858,0.482608695652174,23.0,521.8199999999999,02_VN,labeled,train
279,040425_4563_w2FITC-C_2,0.0,0.0,1.2912435314266957,0.0,0.0069714967562369,0.6,1.0,364.815,03_FN_P5D2,labeled,test
280,040325_4522_w2FITC-C_1,0.0,0.0,0.0,0.0,0.0076168041908671,0.0,0.0,313.155,05_FN_Cilen100,labeled,test
281,114124_3652_w2FITC-C_1,0.0,,1.3643024362892835,0.1821833402885777,0.0754139488984335,0.5946428571428573,28.0,789.5024999999999,old_data_unlabeled,unlabeled,train
282,110624_3281_w2FITC-C_1,0.0,,0.0,0.0,0.0003881138827309,0.0,0.0,425.79,old_data_unlabeled,unlabeled,train
283,110624_3339_w2FITC-C_1,2.0,,1.454622643865892,0.2601472869660159,0.2471965878532299,1.640625,64.0,830.9699999999999,old_data_unlabeled,unlabeled,train
284,041125_4774_w2FITC-C,2.0,1.0,1.4941668432884176,0.2406252521470698,0.0976917021567244,0.7855555555555555,135.0,2666.79,06_VN_Cilen100,labeled,test
285,040325_4525_w2FITC-C,0.0,0.0,1.4936654738298776,0.1594877627005144,0.0098537786766915,0.4125,4.0,624.51,05_FN_Cilen100,labeled,test
286,111124_3551_w2FITC-C_1,1.0,1.0,1.5320795313389075,0.2421111019254964,0.1165281094149454,1.1536363636363636,55.0,1199.88,old_data,labeled,train
287,111124_3561_w2FITC-C_1,0.0,0.0,1.356818080320801,0.3077624494409067,0.0158204959339234,0.549375,80.0,8460.1575,old_data,labeled,train
288,114124_3603_w2FITC-C_2,1.0,1.0,1.4357720232283937,0.2708898014330775,0.1049671127713724,0.7291666666666666,36.0,613.62,old_data,labeled,train
289,012925_3824_w2FITC-C_1,0.0,0.0,1.3754263399834223,0.0128956230738589,0.0039544545118366,0.3499999999999999,3.0,365.9625,02_VN,labeled,train
290,041125_4786_w2FITC-C,1.0,1.0,1.4729208977707984,0.2115706709362618,0.126893680795235,0.996875,96.0,1822.095,06_VN_Cilen100,labeled,test
291,041125_4770_w2FITC-C,0.0,0.0,1.4103468572933413,0.1917757015908568,0.0827732378146565,0.5581395348837209,43.0,664.2225,06_VN_Cilen100,labeled,test
292,110724_3413_w2FITC-C_1,0.0,,1.493737819977955,0.3404008719694265,0.0189165270149977,0.7000000000000001,6.0,717.75,old_data_unlabeled,unlabeled,train
293,111124_3474_w2FITC-C_1,0.0,,1.3210375096967444,0.085130198840158,0.0134555539211155,0.375,4.0,568.755,old_data_unlabeled,unlabeled,train
294,110724_3409_w2FITC-C_1,0.0,,1.395587218838943,0.4087206171899778,0.0518678126886532,0.4699999999999999,15.0,428.8725,old_data_unlabeled,unlabeled,train
295,012725_3735_w2FITC-C_2,0.0,0.0,1.3602957287738928,0.3140243543545126,0.0381500136860595,0.6749999999999999,14.0,711.8774999999999,01_FN,labeled,train
296,111124_3553_w2FITC-C_1,1.0,,1.358505906286818,0.2449765980520746,0.1984600731343223,1.2,44.0,517.41,old_data_unlabeled,unlabeled,train
297,040225_4402_w2FITC-C,1.0,1.0,1.3987200170534768,0.1939076187890958,0.1794786711118517,1.122857142857143,35.0,476.7975,01_FN,labeled,train
298,012925_3818_w2FITC-C,0.0,0.0,1.371349407103476,0.0269522423590353,0.0060960527445872,0.3,3.0,765.9675,02_VN,labeled,train
299,111124_3537_w2FITC-C_2,0.0,,0.0,0.0,0.001543709389448,0.0,0.0,405.675,old_data_unlabeled,unlabeled,train
300,040425_4548_w2FITC-C,0.0,0.0,1.5824885591288915,0.2961813614023648,0.0204387308780107,0.582,25.0,2036.9475,05_FN_Cilen100,labeled,test
301,041225_4822_w2FITC-C,0.0,0.0,1.2136888346666854,0.1129868632748748,0.0123308446932797,0.5625,4.0,608.4675,04_VN_P5D2,labeled,test
302,012725_3751_w2FITC-C,0.0,1.0,1.478005232521363,0.2089178481217032,0.0142166914195296,0.4499999999999999,6.0,618.4575,01_FN,labeled,train
303,114124_3606_w2FITC-C_2,0.0,0.0,0.0,0.0,0.0004688216631267,0.0,0.0,181.215,old_data,labeled,train
304,041125_4797_w2FITC-C_1,1.0,1.0,1.4491320147336002,0.2626337287910869,0.1359927201809996,1.286931818181818,88.0,1641.6899999999998,06_VN_Cilen100,labeled,test
305,040425_4560_w2FITC-C_2,0.0,0.0,1.3762292943122298,0.2738124328261746,0.0573444473489232,0.4821428571428571,14.0,423.225,03_FN_P5D2,labeled,test
306,111124_3529_w2FITC-C_1,0.0,0.0,1.416344993853288,0.3329479536670141,0.0232878351821127,0.4636363636363637,22.0,982.6875,old_data,labeled,train
307,114124_3629_w2FITC-C_2,1.0,,1.4024909278845927,0.2645581499571059,0.1726188860303065,1.0354477611940296,134.0,1664.1225,old_data_unlabeled,unlabeled,train
308,040925_4648_w2FITC-C,1.0,1.0,1.4742604899812983,0.1991653381608171,0.174089821209229,1.6,27.0,450.2475,02_VN,labeled,train
309,040925_4654_w2FITC-C,0.0,0.0,1.5494374224867369,0.2361628344696253,0.0387112023259899,0.7050000000000001,10.0,409.815,02_VN,labeled,train
310,110624_3280_w2FITC-C_1,0.0,,0.0,0.0,0.0005409177837151,0.0,0.0,253.98,old_data_unlabeled,unlabeled,train
311,040425_4553_w2FITC-C,0.0,1.0,1.5059729094645091,0.389516204222215,0.054711915209023,0.6857142857142856,21.0,665.4375,05_FN_Cilen100,labeled,test
312,012725_3752_w2FITC-C,0.0,0.0,1.3601969616510232,0.1685080699558682,0.0076281991810251,0.525,2.0,1196.73,01_FN,labeled,train
313,013125_3839_w2FITC-C_1,0.0,0.0,1.752451413459095,0.5590758947707247,0.0234308491843454,0.3374999999999999,12.0,494.0775,02_VN,labeled,train
314,110724_3404_w2FITC-C_1,0.0,,1.344287872327289,0.2586007099213678,0.0530429293819569,0.7166666666666666,27.0,779.0625,old_data_unlabeled,unlabeled,train
315,111124_3569_w2FITC-C_1,2.0,,1.6596992388097058,0.2220595488131117,0.396279051745818,1.987190082644628,484.0,5037.5025,old_data_unlabeled,unlabeled,train
316,041225_4828_w2FITC-C_3,2.0,2.0,1.4772767500958448,0.1591469046603565,0.2148931324509317,1.8317307692307687,52.0,789.9075,04_VN_P5D2,labeled,test
317,110724_3403_w2FITC-C_1,0.0,,1.658661862638508,0.4580435756047162,0.0434750929147383,0.7,9.0,387.72,old_data_unlabeled,unlabeled,train
318,114124_3599_w2FITC-C_2,1.0,,1.3717859105947467,0.1895694695269749,0.1946882654318652,0.7706896551724138,29.0,380.9475,old_data_unlabeled,unlabeled,train
319,114124_3607_w2FITC-C_2,0.0,,1.2041031466582175,0.1057135227782982,0.0075834513709431,0.6749999999999999,2.0,324.0225,old_data_unlabeled,unlabeled,train
320,114124_3665_w2FITC-C_1,2.0,,1.4915865973054343,0.2073113266580822,0.2683532632331346,1.521070234113712,299.0,3506.22,old_data_unlabeled,unlabeled,train
321,040925_4638_w2FITC-C,0.0,0.0,1.4750173075821205,0.2211373788247733,0.0655393844024121,0.6173076923076923,26.0,694.62,02_VN,labeled,train
322,040925_4642_w2FITC-C_2,0.0,0.0,1.2662734228819914,0.1204178877562746,0.0559485749398662,0.7333333333333333,9.0,287.64,02_VN,labeled,train
323,114124_3626_w2FITC-C_1,0.0,,1.591340849591503,0.3205946317412832,0.0541582929688164,0.6181818181818182,33.0,881.8199999999999,old_data_unlabeled,unlabeled,train
324,114124_3646_w2FITC-C_1,2.0,2.0,1.5358967603265494,0.2425651463984185,0.2845290903908877,1.088114754098361,122.0,1117.5525,old_data,labeled,train
325,040325_4516_w2FITC-C,0.0,0.0,0.0,0.0,0.0003427939343092,0.0,0.0,471.1275,05_FN_Cilen100,labeled,test
326,110624_3309_w2FITC-C_2,0.0,,0.0,0.0,0.0014645610193467,0.0,0.0,329.31,old_data_unlabeled,unlabeled,train
327,041125_4772_w2FITC-C,1.0,1.0,1.3835059264909142,0.2776144506465528,0.1523658443658112,1.2632530120481926,83.0,1109.88,06_VN_Cilen100,labeled,test
328,114124_3638_w2FITC-C_1,0.0,,1.4799408099316889,0.4391975372849198,0.0686239725084017,0.9535714285714284,14.0,314.505,old_data_unlabeled,unlabeled,train
329,111124_3531_w2FITC-C_1,0.0,,1.50719104314173,0.3164726921629214,0.0643097628518802,0.5858490566037735,53.0,1236.9375,old_data_unlabeled,unlabeled,train
330,041125_4793_w2FITC-C,0.0,0.0,1.2361270947153098,0.104574222682743,0.0123961020367839,0.35,9.0,487.4175,06_VN_Cilen100,labeled,test
331,110624_3347_w2FITC-C_1,1.0,,1.39745139475929,0.2493285470878994,0.0423112839440647,1.0695652173913042,23.0,970.7175,old_data_unlabeled,unlabeled,train
332,012925_3815_w2FITC-C_2,2.0,2.0,1.5599064402496232,0.2382735654807104,0.2712418932732086,1.1862244897959182,98.0,1049.6925,02_VN,labeled,train
333,012725_3754_w2FITC-C_2,0.0,0.0,1.7155983169100446,0.0235883452274454,0.0073275327206477,0.3,1.0,592.2674999999999,01_FN,labeled,train
334,114124_3578_w2FITC-C_1,1.0,,1.4767488855358732,0.2352200757157001,0.0350870663189073,1.2214285714285713,7.0,578.16,old_data_unlabeled,unlabeled,train
335,040425_4589_w2FITC-C,1.0,1.0,1.381316146275513,0.2437728105375599,0.0928992777072391,1.0176470588235291,51.0,1094.535,03_FN_P5D2,labeled,test
336,040225_4393_w2FITC-C,0.0,0.0,1.635624909528412,0.2863698521172648,0.0298494258668861,0.496875,16.0,877.68,01_FN,labeled,train
337,040425_4573_w2FITC-C,1.0,1.0,1.450371414187346,0.2333981114431711,0.1219258273376632,0.968181818181818,77.0,1588.0275,03_FN_P5D2,labeled,test
338,040225_4401_w2FITC-C_2,1.0,2.0,1.5587780682433008,0.1672177133042761,0.211152961733848,1.0857142857142856,84.0,1068.795,01_FN,labeled,train
339,110724_3455_w2FITC-C_1,0.0,,0.0,0.0,0.0013808214214762,0.3,3.0,483.3225,old_data_unlabeled,unlabeled,train
340,111124_3543_w2FITC-C_1,0.0,,1.4852558006931873,0.110245183020719,0.0226983321456699,0.3,6.0,310.905,old_data_unlabeled,unlabeled,train
