Unnamed: 0,name,group_gnd,orig_folder,status,split,group_pred,sarcomere_length_mean,sarcomere_length_std,sarcomere_area_ratio,z_length_mean,n_zbands,cell_mask_area
347,110624_3315_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,2.0,1.447380892451419,0.212565477012971,0.3328965333070843,1.14,150.0,1285.7625
348,114124_3597_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,2.0,1.4058836041464926,0.294411732218912,0.2270829146560179,1.036046511627907,129.0,1566.27
349,040225_4404_w2FITC-C_3,0.0,01_FN,labeled,train,0.0,,,0.001808870342139,,0.0,315.4725
350,012925_3826_w2FITC-C_1,0.0,02_VN,labeled,train,0.0,1.5859589793252593,0.2656403693874534,0.0244065031508144,0.4499999999999999,9.0,907.5825
351,040925_4644_w2FITC-C,0.0,02_VN,labeled,train,0.0,1.660537648302712,0.4890283968724209,0.0271205680069762,0.5,3.0,348.345
352,012925_3823_w2FITC-C_2,0.0,02_VN,labeled,train,0.0,2.196319310702823,0.0,0.0074770504159627,0.3,1.0,431.505
353,110724_3454_w2FITC-C_!,,old_data_unlabeled,unlabeled,train,0.0,1.42273950355596,0.1709734310578819,0.0786053411869041,0.7105263157894737,19.0,701.4375
354,114124_3664_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,1.0,1.3958124765473237,0.2599906934618661,0.1457981930185147,1.3046511627906976,43.0,889.2225
355,110624_3305_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,1.5168396100418284,0.388525238398574,0.0440929275936728,0.4349999999999999,10.0,429.66
356,012925_3817_w2FITC-C,1.0,02_VN,labeled,train,0.0,1.6463614330237957,0.2152670421361037,0.0538293195003707,0.6916666666666667,18.0,961.785
357,041125_4791_w2FITC-C,1.0,06_VN_Cilen100,labeled,test,1.0,1.4667818711460026,0.1866751822982423,0.054990249650317,0.9642857142857144,21.0,877.05
358,114124_3572_w2FITC-C_1,0.0,old_data,labeled,train,0.0,,,0.003733631624335,0.3,1.0,692.0775
359,040225_4416_w2FITC-C_2,0.0,01_FN,labeled,train,0.0,,,0.0090341672636468,0.4499999999999999,1.0,597.6225
360,114124_3584_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,1.0,1.3643223324989964,0.2754632377180676,0.0721090218412893,0.9652173913043478,23.0,841.8375
361,012725_3761_w2FITC-C,1.0,01_FN,labeled,train,1.0,1.4287506825474785,0.1590268203514272,0.0894268851275335,0.5437500000000001,24.0,669.735
362,040425_4591_w2FITC-C,0.0,03_FN_P5D2,labeled,test,0.0,1.1650526134474584,0.0304660505153717,0.008409374833502,0.75,1.0,606.51
363,040425_4585_w2FITC-C,0.0,03_FN_P5D2,labeled,test,0.0,1.4325483042100715,0.2668541246787324,0.0295718119271352,0.63,15.0,805.0274999999999
364,110624_3341_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,1.385257107095478,0.2613504275208317,0.0324645856332542,0.4928571428571427,14.0,817.74
365,012725_3758_w2FITC-C_2,1.0,01_FN,labeled,train,1.0,1.54683808175129,0.3045156691208278,0.0590224835927098,1.020833333333333,36.0,1554.705
366,114124_3601_w2FITC-C_2,0.0,old_data,labeled,train,0.0,1.6816143757269328,0.1929865924062553,0.0105457373850027,0.45,5.0,1049.94
367,041225_4821_w2FITC-C_1,1.0,04_VN_P5D2,labeled,test,1.0,1.4397392667783149,0.3149730708465212,0.10330023147677,0.78,50.0,1140.0075
368,040425_4590_w2FITC-C,0.0,03_FN_P5D2,labeled,test,0.0,,,0.0016245942990606,,0.0,679.6575
369,040325_4526_w2FITC-C,1.0,05_FN_Cilen100,labeled,test,2.0,1.502597300461532,0.2709437378688613,0.225019124063424,0.8304545454545451,110.0,1250.4824999999998
370,040325_4541_w2FITC-C,0.0,05_FN_Cilen100,labeled,test,0.0,1.3102924666247506,0.0421677773555114,0.0027696614121189,0.3,1.0,853.8299999999999
371,040225_4415_w2FITC-C,2.0,01_FN,labeled,train,2.0,1.4838072116695051,0.2533296540640593,0.2733144072365687,1.84,150.0,2020.9725
372,012725_3754_w2FITC-C_1,0.0,01_FN,labeled,train,0.0,,,0.0007443745450507,,0.0,203.445
373,110624_3348_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,,,0.0009918124888473,,0.0,930.6225
374,114124_3608_w2FITC-C_2,,old_data_unlabeled,unlabeled,train,0.0,1.356223647625103,0.2995223995037349,0.0317676839107619,0.6900000000000001,5.0,365.8275
375,110624_3324_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,1.2305084336106518,0.1490160807313913,0.0084624876806723,0.3299999999999999,5.0,695.16
376,110724_3419_w2FITC-C_2,,old_data_unlabeled,unlabeled,train,1.0,1.4432984970593796,0.2676334856595708,0.145085517560049,0.7255813953488371,43.0,811.7325
377,041125_4762_w2FITC-C,0.0,06_VN_Cilen100,labeled,test,0.0,1.389037486033745,0.3721732951580318,0.0277661613953742,0.8999999999999999,6.0,599.5799999999999
378,040325_4521_w2FITC-C_1,0.0,05_FN_Cilen100,labeled,test,0.0,1.7168851919796104,0.3691585055512257,0.0289694859496851,0.75,6.0,324.7425
379,110724_3410_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,,,0.0008448004892897,,0.0,234.495
380,040225_4417_w2FITC-C_2,2.0,01_FN,labeled,train,2.0,1.4454745537847675,0.2299036228929956,0.2395901696627728,1.252463054187192,203.0,2267.37
381,041125_4788_w2FITC-C,1.0,06_VN_Cilen100,labeled,test,1.0,1.4356365011265846,0.2597138792474521,0.1082375119915816,1.3536585365853655,41.0,1204.1325
382,040425_4565_w2FITC-C,0.0,03_FN_P5D2,labeled,test,0.0,1.240168657392278,0.0,0.0080947344869295,0.3,1.0,259.11
383,040425_4594_w2FITC-C,2.0,03_FN_P5D2,labeled,test,2.0,1.5097188367843726,0.1662918614970313,0.2124919536875155,1.1640845070422536,71.0,863.865
384,012725_3755_w2FITC-C_2,0.0,01_FN,labeled,train,0.0,1.4461923335877438,0.0610899351842209,0.0031539257444266,0.4499999999999999,1.0,438.4125
385,111124_3498_w2FITC-C_1,1.0,old_data,labeled,train,0.0,1.5663386463410098,0.0872455954322239,0.0399775950420632,0.6214285714285713,7.0,391.7925
386,012725_3739_w2FITC-C,0.0,01_FN,labeled,train,0.0,1.6227516734632463,0.2286110985758443,0.0294183203366491,0.4649999999999999,10.0,364.455
387,110624_3320_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,1.2514224409713073,0.2693498888309856,0.0161180569910206,0.6599999999999999,5.0,497.9025
388,110724_3385_w2FITC-C_2,1.0,old_data,labeled,train,0.0,1.4172022421750037,0.2203287536869932,0.0647165463254986,0.8735294117647058,17.0,536.175
389,110624_3294_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,1.097430679001407,0.0541173829371455,0.0112352364415496,0.4999999999999999,6.0,904.545
390,111124_3533_w2FITC-C_2,,old_data_unlabeled,unlabeled,train,0.0,1.426259208749217,0.364702654201416,0.0400842259453074,0.6428571428571429,7.0,308.7
391,040325_4521_w2FITC-C_2,0.0,05_FN_Cilen100,labeled,test,0.0,1.5886733213051327,0.0727306590588225,0.001993058523002,,0.0,311.1525
392,111124_3520_w2FITC-C_1,0.0,old_data,labeled,train,0.0,,,0.0012488599702337,,0.0,382.185
393,110624_3326_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,1.0,1.5317112631231953,0.227620185012802,0.1864889139787839,0.9788461538461538,78.0,1058.265
394,110624_3327_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,,,0.001258972208242,,0.0,484.02
395,013125_3840_w2FITC-C_1,0.0,02_VN,labeled,train,0.0,1.431600344431096,0.2320093418944464,0.0177517815769947,0.8357142857142856,7.0,553.2524999999999
396,114124_3645_w2FITC-C_2,0.0,old_data,labeled,train,0.0,1.16474266748258,0.0103033836733232,0.0042759434454284,0.3,1.0,1220.7825
397,012725_3745_w2FITC-C_1,0.0,01_FN,labeled,train,0.0,,,0.0012993112774614,,0.0,265.7475
398,041225_4830_w2FITC-C_2,1.0,04_VN_P5D2,labeled,test,1.0,1.424926401553658,0.2439200054081761,0.172028911109217,1.3374999999999997,48.0,606.3299999999999
399,041125_4782_w2FITC-C,2.0,06_VN_Cilen100,labeled,test,2.0,1.3236126058407924,0.2309006580634205,0.2283952278688991,1.5975903614457834,83.0,1120.0725
400,110724_3375_w2FITC-C_1,0.0,old_data,labeled,train,0.0,,,0.0011660141437338,,0.0,2108.8575
401,110724_3401_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,1.0,1.3719612050959498,0.2513975753423306,0.1048413795237419,0.7283132530120482,83.0,1738.035
402,110724_3454_w2FITC-C_2,,old_data_unlabeled,unlabeled,train,1.0,1.5106885555526328,0.2342535971790557,0.1257015677510967,0.8035714285714284,84.0,1397.5875
403,111124_3562_w2FITC-C_2,1.0,old_data,labeled,train,1.0,1.414840639259539,0.2301185726356871,0.1169740617591636,0.7290697674418605,43.0,689.0174999999999
404,040425_4572_w2FITC-C,1.0,03_FN_P5D2,labeled,test,0.0,1.5527153072748154,0.1874922728343345,0.0485111470969072,0.5025000000000001,20.0,904.05
405,110724_3378_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,1.421707288175602,0.0855266988321847,0.0257658259935364,0.4499999999999999,1.0,329.895
406,040925_4666_w2FITC-C_2,0.0,02_VN,labeled,train,0.0,1.3132794558986458,0.1893538469080111,0.01657587216759,0.5571428571428572,7.0,891.6075
407,012725_3764_w2FITC-C_2,2.0,01_FN,labeled,train,2.0,1.6351503590110246,0.2060269872902641,0.2512965168369574,0.8499999999999999,132.0,1351.7324999999998
408,110624_3311_w2FITC-C_2,0.0,old_data,labeled,train,0.0,1.822517679829024,0.1479973637349366,0.0105046797123623,0.3,1.0,461.1825
409,111124_3541_w2FITC-C_1,1.0,old_data,labeled,train,1.0,1.4670012557527194,0.278296650896435,0.1663058972200346,0.6,26.0,338.3775
410,111124_3507_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,1.0,1.4552077431288652,0.2434816867682556,0.1331941343036277,0.7782178217821781,101.0,1816.29
411,041225_4812_w2FITC-C,1.0,04_VN_P5D2,labeled,test,1.0,1.557610351268682,0.2100812998157788,0.112859786558844,0.7241379310344827,58.0,1217.61
412,110624_3344_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,,,0.0007020653169522,,0.0,382.1625
413,114124_3573_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,1.4863557420455782,0.1437763012943684,0.0351235479989837,0.43125,8.0,296.4375
414,040925_4641_w2FITC-C,1.0,02_VN,labeled,train,1.0,1.687392190735534,0.280948049288632,0.1804716198573715,1.0398058252427185,103.0,1703.88
415,110624_3329_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,1.0,1.6087910170992854,0.2944177002070848,0.1184403760128881,0.9338709677419356,31.0,436.5225
416,111124_3516_w2FITC-C_2,,old_data_unlabeled,unlabeled,train,0.0,1.318502668314097,0.2920929595771679,0.0387282505132408,0.6461538461538461,13.0,553.9725
417,013125_3837_w2FITC-C_1,1.0,02_VN,labeled,train,0.0,1.501972105919054,0.1898564504033484,0.0062437856938219,0.6166666666666667,9.0,2610.7425
418,040925_4659_w2FITC-C_2,1.0,02_VN,labeled,train,1.0,1.5549297192474023,0.231804339000559,0.2148178681407861,1.39921875,64.0,1054.125
419,111124_3508_w2FITC-C_2,,old_data_unlabeled,unlabeled,train,1.0,1.720707872296328,0.2410082676579281,0.2447995760906803,1.0465116279069768,43.0,470.4525
420,110624_3324_w2FITC-C_2,,old_data_unlabeled,unlabeled,train,1.0,1.456527798372955,0.239831496579597,0.0860227955693328,0.8624999999999999,12.0,378.765
421,041125_4764_w2FITC-C,1.0,06_VN_Cilen100,labeled,test,1.0,1.4111673222320678,0.3110031262416848,0.1850353896363413,1.0078947368421052,57.0,912.8925
422,110724_3403_w2FITC-C_2,,old_data_unlabeled,unlabeled,train,1.0,1.4063676263801623,0.2696069245701689,0.0815782020793657,0.7199999999999999,25.0,708.8625
423,111124_3509_w2FITC-C_1,1.0,old_data,labeled,train,1.0,1.5247804692778029,0.2196460625918897,0.1031532153313701,1.1024999999999998,20.0,470.8575
424,110624_3340_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,1.0,1.4023322772424516,0.1919363685225838,0.1373186020491469,0.9511363636363636,44.0,883.5975
425,110724_3406_w2FITC-C_!,,old_data_unlabeled,unlabeled,train,0.0,1.630871473351879,0.1586370238792299,0.0149632572659025,0.4749999999999999,6.0,744.5475
426,111124_3501_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,2.0,1.652026639845346,0.2169578750153402,0.4031363692179911,2.262676056338028,142.0,1657.35
427,012725_3765_w2FITC-C,1.0,01_FN,labeled,train,1.0,1.4563898513490936,0.2206480347075485,0.0480181257953528,1.0666666666666664,18.0,1093.3875
428,041225_4848_w2FITC-C,1.0,04_VN_P5D2,labeled,test,1.0,1.388145613084602,0.200059916680732,0.1012321948630785,0.6474683544303796,79.0,1932.9975
429,012725_3753_w2FITC-C_2,1.0,01_FN,labeled,train,0.0,1.4341487248455946,0.1309310365684068,0.0286016280070757,0.5700000000000001,15.0,1297.3275
430,114124_3595_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,2.0,1.460027382240178,0.2304054294425167,0.3623389514821445,1.4775477707006368,314.0,3098.0025
431,110724_3416_w2FITC-C_1,0.0,old_data,labeled,train,0.0,1.4613799020562157,0.2271435401515941,0.026220946932768,0.5299999999999999,15.0,1380.7575
432,114124_3660_w2FITC-C_2,,old_data_unlabeled,unlabeled,train,1.0,1.364524939340517,0.3475536419611978,0.0930618990766449,1.2827586206896548,29.0,885.3075
433,041225_4826_w2FITC-C,1.0,04_VN_P5D2,labeled,test,1.0,1.553997455171939,0.1938324797091269,0.1032438466226898,0.7884615384615384,39.0,868.3199999999999
434,110624_3311_w2FITC-C_1,0.0,old_data,labeled,train,0.0,1.6726141007831912,0.5097097207557042,0.0124680768814711,0.375,2.0,389.97
435,111124_3512_w2FITC-C_2,,old_data_unlabeled,unlabeled,train,0.0,,,0.0029321178015177,,0.0,394.8075
436,110724_3376_w2FITC-C_1,0.0,old_data,labeled,train,0.0,,,0.0074685373861961,0.4499999999999999,1.0,369.585
437,111124_3476_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,1.2917179011296684,0.1873669222730907,0.0201905049967757,0.5499999999999999,6.0,366.6825
438,012725_3745_w2FITC-C_2,0.0,01_FN,labeled,train,0.0,1.3018794823218067,0.0,0.0058804434627352,0.75,1.0,309.465
439,110724_3458_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,2.0,1.5366532134114486,0.2162831003202404,0.2093247000003494,1.207281553398058,103.0,1386.1799999999998
440,111124_3488_w2FITC-C_1,0.0,old_data,labeled,train,0.0,,,0.0002017180402633,,0.0,193.1625
441,041225_4814_w2FITC-C_2,1.0,04_VN_P5D2,labeled,test,0.0,1.5341871729689849,0.2374343129318038,0.0560390311226614,0.64,30.0,1217.2275
442,111124_3525_w2FITC-C_1,0.0,old_data,labeled,train,0.0,,,0.0064993717683889,0.4499999999999999,1.0,391.3425
443,111124_3539_w2FITC-C_1,0.0,old_data,labeled,train,0.0,,,0.0028958379551617,0.4499999999999999,1.0,406.575
444,012725_3744_w2FITC-C_1,0.0,01_FN,labeled,train,0.0,,,0.0009138719833835,,0.0,252.7875
445,110724_3450_w2FITC-C_1,1.0,old_data,labeled,train,1.0,1.304002845120925,0.285481085506774,0.1082166021036884,0.7743243243243244,37.0,734.4225
446,111124_3488_w2FITC-C_2,,old_data_unlabeled,unlabeled,train,0.0,1.0267595263940208,0.0110145982793781,0.0031558379215809,0.3,1.0,517.4775
447,114124_3620_w2FITC-C_1,1.0,old_data,labeled,train,1.0,1.419980977688326,0.2758284576575939,0.1003759652751836,0.5818965517241379,58.0,1182.06
448,040925_4649_w2FITC-C_2,2.0,02_VN,labeled,train,2.0,1.5192838086341494,0.1907841451855953,0.2174504960984432,1.264285714285714,91.0,1200.6225
449,114124_3605_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,1.0,1.369917074497517,0.2105951237626372,0.2317059709992905,1.0083333333333333,54.0,691.5375
450,012725_3759_w2FITC-C,1.0,01_FN,labeled,train,0.0,1.3402554180000112,0.2343536824065168,0.0640727934606861,0.6048387096774194,31.0,1165.9725
451,012725_3760_w2FITC-C,1.0,01_FN,labeled,train,0.0,1.681817784913345,0.2915058062671861,0.0659483426473528,0.7961538461538461,13.0,630.2925
452,041225_4845_w2FITC-C,0.0,04_VN_P5D2,labeled,test,0.0,,,0.00309677442409,0.3,1.0,400.4775
453,040325_4538_w2FITC-C,2.0,05_FN_Cilen100,labeled,test,2.0,1.5290817420745146,0.1991843525289796,0.3099035668529324,1.6232876712328763,73.0,924.5025
454,110724_3465_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,1.53224596143116,0.4212617817472754,0.013947815391405,0.3,7.0,1212.9075
455,012725_3738_w2FITC-C,1.0,01_FN,labeled,train,0.0,1.3787280692387658,0.2641523803536156,0.037260433002714,0.7124999999999999,8.0,471.96
456,041225_4835_w2FITC-C,2.0,04_VN_P5D2,labeled,test,2.0,1.4506491318008377,0.2388459398217573,0.3245306091464589,1.2779702970297029,202.0,1648.1925
457,110724_3433_w2FITC-C_2,,old_data_unlabeled,unlabeled,train,0.0,1.275977681763266,0.1333960201807832,0.0158022010142013,0.73125,8.0,983.43
458,110624_3304_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,2.0,1.5434632084630526,0.2902035712398872,0.360562550999429,1.906849315068493,73.0,880.0649999999999
459,012925_3823_w2FITC-C_!,0.0,02_VN,labeled,train,0.0,1.5280798229901542,0.1871664983090572,0.0282009055626996,0.6428571428571429,7.0,508.23
460,111124_3491_w2FITC-C_2,,old_data_unlabeled,unlabeled,train,0.0,,,0.0030477945024628,0.4499999999999999,1.0,524.925
461,111124_3486_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,1.0,1.5802814148516855,0.2513030631554739,0.1212510168084401,0.753,50.0,979.0875
462,040425_4545_w2FITC-C_1,1.0,05_FN_Cilen100,labeled,test,1.0,1.5226486860663655,0.2554286626312463,0.147862270412235,0.7888888888888888,108.0,1620.1125
463,040325_4528_w2FITC-C,0.0,05_FN_Cilen100,labeled,test,0.0,1.2869473862813785,0.2610204348422194,0.0305662449769877,0.5526315789473684,19.0,887.5799999999999
464,040225_4410_w2FITC-C,2.0,01_FN,labeled,train,1.0,1.6604565124490285,0.1770803719292675,0.3573394867939091,2.720930232558139,43.0,684.225
465,041125_4800_w2FITC-C,2.0,06_VN_Cilen100,labeled,test,2.0,1.4912051931962718,0.2281595359465774,0.2378789181113306,1.3529801324503312,151.0,2075.58
466,040225_4417_w2FITC-C_1,0.0,01_FN,labeled,train,0.0,1.6144240535629066,0.2016639546831693,0.0567835352295073,0.7949999999999999,10.0,476.235
467,111124_3492_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,1.0,1.3979294221138874,0.2579238857603835,0.0875777301963898,0.4725,20.0,574.155
468,110624_3364_w2FITC-C_2,,old_data_unlabeled,unlabeled,train,1.0,1.578202737237294,0.2153274541023271,0.1657894372402681,0.6907894736842105,76.0,958.32
469,110624_3367_w2FITC-C_1,1.0,old_data,labeled,train,1.0,1.3975253612706893,0.2958052853717007,0.134310532299404,0.8172413793103447,58.0,1003.6575
470,040325_4518_w2FITC-C_1,0.0,05_FN_Cilen100,labeled,test,0.0,1.273425926809042,0.1768838792750425,0.005979600712456,0.3,1.0,228.735
471,040425_4586_w2FITC-C,2.0,03_FN_P5D2,labeled,test,1.0,1.3473255072985717,0.2173284161357588,0.1893727643678907,1.3992537313432831,67.0,975.1725
472,012925_3816_w2FITC-C,0.0,02_VN,labeled,train,0.0,1.4096878721146808,0.1859584212752557,0.0229141855324034,0.625,6.0,447.57
473,012925_3813_w2FITC-C,1.0,02_VN,labeled,train,0.0,1.4091384248900174,0.1867713607338455,0.023990020488711,0.525,4.0,428.94
474,110624_3307_w2FITC-C_1,0.0,old_data,labeled,train,0.0,,,0.0022284481324085,,0.0,365.6475
475,111124_3494_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,1.0,1.41162735070409,0.189732131732536,0.0653562188996133,1.176923076923077,13.0,570.285
476,012725_3736_w2FITC-C,0.0,01_FN,labeled,train,0.0,1.1833131625882858,0.1341005540619899,0.026960801066703,0.425,6.0,456.075
477,111124_3518_w2FITC-C_2,,old_data_unlabeled,unlabeled,train,0.0,1.4530536687521354,0.185887728184162,0.0367316155249418,0.54,10.0,501.0075
478,040325_4537_w2FITC-C,1.0,05_FN_Cilen100,labeled,test,1.0,1.412291756610284,0.229757337064257,0.1635835981827954,1.3099999999999998,75.0,1309.9275
479,040225_4404_w2FITC-C_1,2.0,01_FN,labeled,train,1.0,1.4201568151360262,0.2082440407624715,0.1099990543279662,1.3053191489361702,47.0,1204.0875
480,110624_3354_w2FITC-C_1,0.0,old_data,labeled,train,0.0,1.1660222389596877,0.094000245830564,0.0066586224696,0.5625,4.0,1296.945
481,110724_3444_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,1.0,1.3584357020223314,0.2044531680781583,0.1424737084610733,1.116,25.0,433.62
482,110624_3363_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,2.0,1.43441054285349,0.3220413255505677,0.2739032383211173,1.594537815126051,119.0,1298.25
483,114124_3623_w2FITC-C_1,0.0,old_data,labeled,train,0.0,1.273138671309977,0.0721728912893154,0.011786185268253,0.51,5.0,559.35
484,012925_3822_w2FITC-C_1,0.0,02_VN,labeled,train,0.0,,,0.0019308086649452,,0.0,770.0625
485,040425_4547_w2FITC-C_1,1.0,05_FN_Cilen100,labeled,test,0.0,1.379886412737857,0.2518279533129899,0.0338657086826433,0.6779999999999999,25.0,1053.36
486,111124_3511_w2FITC-C_2,,old_data_unlabeled,unlabeled,train,1.0,1.4292798404853164,0.1957157610598213,0.13873668189542,0.81375,40.0,622.935
487,040425_4578_w2FITC-C_2,0.0,03_FN_P5D2,labeled,test,0.0,1.3964133725002412,0.377745616262677,0.0183207484173449,0.3947368421052631,19.0,957.0825
488,041225_4838_w2FITC-C_1,1.0,04_VN_P5D2,labeled,test,1.0,1.3689762325219257,0.3029151884477817,0.0940385859107376,1.0776315789473685,38.0,737.1
489,012725_3744_w2FITC-C_3,1.0,01_FN,labeled,train,0.0,,,0.0036647211869885,0.3,1.0,385.605
490,110624_3337_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,2.0,1.3887961047719106,0.272118984824489,0.2590610260638423,0.9495762711864408,118.0,1139.6925
491,012725_3741_w2FITC-C_3,1.0,01_FN,labeled,train,1.0,1.2529205265879475,0.2440858748648756,0.0580054161992956,1.025,12.0,500.535
492,040225_4418_w2FITC-C,2.0,01_FN,labeled,train,2.0,1.4290100301549558,0.1783126760358559,0.2884899456307041,1.357219251336898,187.0,1593.9675
493,110624_3347_w2FITC-C_2,,old_data_unlabeled,unlabeled,train,0.0,1.7000819980096689,0.2297754647816201,0.0364354082586718,0.6499999999999999,21.0,1410.9525
494,111124_3497_w2FITC-C_1,0.0,old_data,labeled,train,0.0,,,0.0006631535697371,,0.0,330.345
495,111124_3560_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,1.3173607801368583,0.2612263163253678,0.0563731043446175,0.78,15.0,707.49
496,110724_3391_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,2.0,1.8006197754201896,0.1667259284028521,0.4091692969485104,2.221100917431193,109.0,1389.5775
497,040425_4580_w2FITC-C,1.0,03_FN_P5D2,labeled,test,1.0,1.5804687206331909,0.2936647016908699,0.1350988045004612,0.8108695652173912,69.0,1277.1
498,114124_3635_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,1.0,1.3708698095383522,0.2439344466026236,0.1233423602283932,0.675,26.0,474.885
499,041125_4804_w2FITC-C_2,0.0,06_VN_Cilen100,labeled,test,0.0,1.5137727311304918,0.1665038065157484,0.0144771784363928,0.4125,8.0,1044.7875
500,111124_3499_w2FITC-C_2,1.0,old_data,labeled,train,1.0,1.7350472950245506,0.2560856491862566,0.1182325757634698,0.7411764705882352,34.0,768.1725
501,041225_4844_w2FITC-C,0.0,04_VN_P5D2,labeled,test,0.0,1.7770054949495162,0.2713141323893255,0.0155469804477064,0.6642857142857143,7.0,518.13
502,110624_3304_w2FITC-C_2,0.0,old_data,labeled,train,0.0,,,0.0038630863835318,,0.0,341.7075
503,040225_4396_w2FITC-C,0.0,01_FN,labeled,train,0.0,,,0.0007925308116985,,0.0,343.845
504,041125_4789_w2FITC-C_1,0.0,06_VN_Cilen100,labeled,test,0.0,1.214395586088845,0.0,0.0023307491807066,,0.0,424.845
505,110624_3333_w2FITC-C_2,,old_data_unlabeled,unlabeled,train,1.0,1.5483972101292371,0.2527540703611462,0.1640887740735016,0.9142857142857144,21.0,338.94
506,012925_3830_w2FITC-C_2,0.0,02_VN,labeled,train,0.0,,,0.001056402479236,,0.0,1015.2675
507,041225_4846_w2FITC-C,1.0,04_VN_P5D2,labeled,test,1.0,1.3817030182327918,0.2063667313770557,0.2292104768353348,0.9621951219512196,41.0,448.56
508,110624_3316_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,,,0.0017121378989734,,0.0,802.1025
509,114124_3572_w2FITC-C_3,,old_data_unlabeled,unlabeled,train,0.0,1.433077086154141,0.1903501196621802,0.0106917016127907,0.5812499999999999,16.0,1968.5925
510,110724_3453_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,1.513334939907154,0.3237960233790856,0.0342544432120922,0.4375,12.0,708.6374999999999
511,040225_4416_w2FITC-C_1,1.0,01_FN,labeled,train,1.0,1.4942439498677749,0.2070455456617969,0.1092814747170053,0.8581395348837207,43.0,732.4425
512,110624_3277_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,,,0.0013203273566474,,0.0,325.0125
513,041125_4769_w2FITC-C_2,1.0,06_VN_Cilen100,labeled,test,2.0,1.477684784623906,0.3129338292393274,0.211309070334068,1.1081818181818182,165.0,2105.4375
514,110624_3313_w2FITC-C_2,0.0,old_data,labeled,train,0.0,,,0.0008477735453696,,0.0,223.1325
515,110624_3290_w2FITC-C_1,0.0,old_data,labeled,train,0.0,,,0.0013853343418866,,0.0,708.5024999999999
516,040325_4529_w2FITC-C,0.0,05_FN_Cilen100,labeled,test,1.0,1.6638471038561893,0.3088324358719667,0.1108926914123722,0.7344827586206896,29.0,724.185
517,111124_3530_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,2.0,1.3630473953899158,0.2147479856620274,0.2043294183660173,0.9407142857142856,140.0,1652.3774999999998
518,040925_4664_w2FITC-C,0.0,02_VN,labeled,train,0.0,,,0.0062043508495167,,0.0,364.7925
519,013125_3832_w2FITC-C_1,0.0,02_VN,labeled,train,0.0,1.482627228507375,0.328949160409129,0.0269409680050332,0.5571428571428572,7.0,703.53
520,111124_3533_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,0.0,1.777317221256383,0.1864726331859664,0.0302377773543258,0.3545454545454545,11.0,582.66
521,012725_3742_w2FITC-C,0.0,01_FN,labeled,train,0.0,,,0.0004279444652896,,0.0,291.33
522,111124_3500_w2FITC-C_1,,old_data_unlabeled,unlabeled,train,2.0,1.4924311989244852,0.2607585821473366,0.4262265362744556,1.7482300884955753,226.0,1764.2925
523,012925_3815_w2FITC-C_1,0.0,02_VN,labeled,train,0.0,1.4672065134578702,0.1059328554561875,0.0186215049660336,0.8166666666666667,9.0,643.5224999999999
524,040225_4403_w2FITC-C_1,0.0,01_FN,labeled,train,0.0,1.759994376326239,0.4297274461452913,0.0245359973807846,0.45,5.0,596.8575
