Unnamed: 0,name,group_gnd,orig_folder,status,split
395,013125_3840_w2FITC-C_1,0.0,02_VN,labeled,train
396,114124_3645_w2FITC-C_2,0.0,old_data,labeled,train
397,012725_3745_w2FITC-C_1,0.0,01_FN,labeled,train
398,041225_4830_w2FITC-C_2,1.0,04_VN_P5D2,labeled,test
399,041125_4782_w2FITC-C,2.0,06_VN_Cilen100,labeled,test
400,110724_3375_w2FITC-C_1,0.0,old_data,labeled,train
401,110724_3401_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
402,110724_3454_w2FITC-C_2,,old_data_unlabeled,unlabeled,train
403,111124_3562_w2FITC-C_2,1.0,old_data,labeled,train
404,040425_4572_w2FITC-C,1.0,03_FN_P5D2,labeled,test
405,110724_3378_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
406,040925_4666_w2FITC-C_2,0.0,02_VN,labeled,train
407,012725_3764_w2FITC-C_2,2.0,01_FN,labeled,train
408,110624_3311_w2FITC-C_2,0.0,old_data,labeled,train
409,111124_3541_w2FITC-C_1,1.0,old_data,labeled,train
410,111124_3507_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
411,041225_4812_w2FITC-C,1.0,04_VN_P5D2,labeled,test
412,110624_3344_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
413,114124_3573_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
414,040925_4641_w2FITC-C,1.0,02_VN,labeled,train
415,110624_3329_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
416,111124_3516_w2FITC-C_2,,old_data_unlabeled,unlabeled,train
417,013125_3837_w2FITC-C_1,1.0,02_VN,labeled,train
418,040925_4659_w2FITC-C_2,1.0,02_VN,labeled,train
419,111124_3508_w2FITC-C_2,,old_data_unlabeled,unlabeled,train
420,110624_3324_w2FITC-C_2,,old_data_unlabeled,unlabeled,train
421,041125_4764_w2FITC-C,1.0,06_VN_Cilen100,labeled,test
422,110724_3403_w2FITC-C_2,,old_data_unlabeled,unlabeled,train
423,111124_3509_w2FITC-C_1,1.0,old_data,labeled,train
424,110624_3340_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
425,110724_3406_w2FITC-C_!,,old_data_unlabeled,unlabeled,train
426,111124_3501_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
427,012725_3765_w2FITC-C,1.0,01_FN,labeled,train
428,041225_4848_w2FITC-C,1.0,04_VN_P5D2,labeled,test
429,012725_3753_w2FITC-C_2,1.0,01_FN,labeled,train
430,114124_3595_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
431,110724_3416_w2FITC-C_1,0.0,old_data,labeled,train
432,114124_3660_w2FITC-C_2,,old_data_unlabeled,unlabeled,train
433,041225_4826_w2FITC-C,1.0,04_VN_P5D2,labeled,test
434,110624_3311_w2FITC-C_1,0.0,old_data,labeled,train
435,111124_3512_w2FITC-C_2,,old_data_unlabeled,unlabeled,train
436,110724_3376_w2FITC-C_1,0.0,old_data,labeled,train
437,111124_3476_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
438,012725_3745_w2FITC-C_2,0.0,01_FN,labeled,train
439,110724_3458_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
440,111124_3488_w2FITC-C_1,0.0,old_data,labeled,train
441,041225_4814_w2FITC-C_2,1.0,04_VN_P5D2,labeled,test
442,111124_3525_w2FITC-C_1,0.0,old_data,labeled,train
443,111124_3539_w2FITC-C_1,0.0,old_data,labeled,train
444,012725_3744_w2FITC-C_1,0.0,01_FN,labeled,train
445,110724_3450_w2FITC-C_1,1.0,old_data,labeled,train
446,111124_3488_w2FITC-C_2,,old_data_unlabeled,unlabeled,train
447,114124_3620_w2FITC-C_1,1.0,old_data,labeled,train
448,040925_4649_w2FITC-C_2,2.0,02_VN,labeled,train
449,114124_3605_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
450,012725_3759_w2FITC-C,1.0,01_FN,labeled,train
451,012725_3760_w2FITC-C,1.0,01_FN,labeled,train
452,041225_4845_w2FITC-C,0.0,04_VN_P5D2,labeled,test
453,040325_4538_w2FITC-C,2.0,05_FN_Cilen100,labeled,test
454,110724_3465_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
455,012725_3738_w2FITC-C,1.0,01_FN,labeled,train
456,041225_4835_w2FITC-C,2.0,04_VN_P5D2,labeled,test
457,110724_3433_w2FITC-C_2,,old_data_unlabeled,unlabeled,train
458,110624_3304_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
459,012925_3823_w2FITC-C_!,0.0,02_VN,labeled,train
460,111124_3491_w2FITC-C_2,,old_data_unlabeled,unlabeled,train
461,111124_3486_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
462,040425_4545_w2FITC-C_1,1.0,05_FN_Cilen100,labeled,test
463,040325_4528_w2FITC-C,0.0,05_FN_Cilen100,labeled,test
464,040225_4410_w2FITC-C,2.0,01_FN,labeled,train
465,041125_4800_w2FITC-C,2.0,06_VN_Cilen100,labeled,test
466,040225_4417_w2FITC-C_1,0.0,01_FN,labeled,train
467,111124_3492_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
468,110624_3364_w2FITC-C_2,,old_data_unlabeled,unlabeled,train
469,110624_3367_w2FITC-C_1,1.0,old_data,labeled,train
470,040325_4518_w2FITC-C_1,0.0,05_FN_Cilen100,labeled,test
471,040425_4586_w2FITC-C,2.0,03_FN_P5D2,labeled,test
472,012925_3816_w2FITC-C,0.0,02_VN,labeled,train
473,012925_3813_w2FITC-C,1.0,02_VN,labeled,train
474,110624_3307_w2FITC-C_1,0.0,old_data,labeled,train
475,111124_3494_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
476,012725_3736_w2FITC-C,0.0,01_FN,labeled,train
477,111124_3518_w2FITC-C_2,,old_data_unlabeled,unlabeled,train
478,040325_4537_w2FITC-C,1.0,05_FN_Cilen100,labeled,test
479,040225_4404_w2FITC-C_1,2.0,01_FN,labeled,train
480,110624_3354_w2FITC-C_1,0.0,old_data,labeled,train
481,110724_3444_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
482,110624_3363_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
483,114124_3623_w2FITC-C_1,0.0,old_data,labeled,train
484,012925_3822_w2FITC-C_1,0.0,02_VN,labeled,train
485,040425_4547_w2FITC-C_1,1.0,05_FN_Cilen100,labeled,test
486,111124_3511_w2FITC-C_2,,old_data_unlabeled,unlabeled,train
487,040425_4578_w2FITC-C_2,0.0,03_FN_P5D2,labeled,test
488,041225_4838_w2FITC-C_1,1.0,04_VN_P5D2,labeled,test
489,012725_3744_w2FITC-C_3,1.0,01_FN,labeled,train
490,110624_3337_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
491,012725_3741_w2FITC-C_3,1.0,01_FN,labeled,train
492,040225_4418_w2FITC-C,2.0,01_FN,labeled,train
493,110624_3347_w2FITC-C_2,,old_data_unlabeled,unlabeled,train
494,111124_3497_w2FITC-C_1,0.0,old_data,labeled,train
495,111124_3560_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
496,110724_3391_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
497,040425_4580_w2FITC-C,1.0,03_FN_P5D2,labeled,test
498,114124_3635_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
499,041125_4804_w2FITC-C_2,0.0,06_VN_Cilen100,labeled,test
500,111124_3499_w2FITC-C_2,1.0,old_data,labeled,train
501,041225_4844_w2FITC-C,0.0,04_VN_P5D2,labeled,test
502,110624_3304_w2FITC-C_2,0.0,old_data,labeled,train
503,040225_4396_w2FITC-C,0.0,01_FN,labeled,train
504,041125_4789_w2FITC-C_1,0.0,06_VN_Cilen100,labeled,test
505,110624_3333_w2FITC-C_2,,old_data_unlabeled,unlabeled,train
506,012925_3830_w2FITC-C_2,0.0,02_VN,labeled,train
507,041225_4846_w2FITC-C,1.0,04_VN_P5D2,labeled,test
508,110624_3316_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
509,114124_3572_w2FITC-C_3,,old_data_unlabeled,unlabeled,train
510,110724_3453_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
511,040225_4416_w2FITC-C_1,1.0,01_FN,labeled,train
512,110624_3277_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
513,041125_4769_w2FITC-C_2,1.0,06_VN_Cilen100,labeled,test
514,110624_3313_w2FITC-C_2,0.0,old_data,labeled,train
515,110624_3290_w2FITC-C_1,0.0,old_data,labeled,train
516,040325_4529_w2FITC-C,0.0,05_FN_Cilen100,labeled,test
517,111124_3530_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
518,040925_4664_w2FITC-C,0.0,02_VN,labeled,train
519,013125_3832_w2FITC-C_1,0.0,02_VN,labeled,train
520,111124_3533_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
521,012725_3742_w2FITC-C,0.0,01_FN,labeled,train
522,111124_3500_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
523,012925_3815_w2FITC-C_1,0.0,02_VN,labeled,train
524,040225_4403_w2FITC-C_1,0.0,01_FN,labeled,train
525,110624_3351_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
526,041225_4824_w2FITC-C,0.0,04_VN_P5D2,labeled,test
527,012725_3768_w2FITC-C,0.0,01_FN,labeled,train
528,111124_3542_w2FITC-C_1,0.0,old_data,labeled,train
529,111124_3532_w2FITC-C_1,0.0,old_data,labeled,train
530,110724_3442_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
531,110724_3397_w2FITC-C_!,2.0,old_data,labeled,train
532,040225_4404_w2FITC-C_2,1.0,01_FN,labeled,train
533,110624_3282_w2FITC-C_1,0.0,old_data,labeled,train
534,111124_3527_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
535,114124_3615_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
536,111124_3513_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
537,041125_4785_w2FITC-C,0.0,06_VN_Cilen100,labeled,test
538,114124_3586_w2FITC-C_1,1.0,old_data,labeled,train
539,110624_3273_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
540,110624_3274_w2FITC-C_1,0.0,old_data,labeled,train
541,114124_3604_w2FITC-C_2,0.0,old_data,labeled,train
542,110724_3443_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
543,110724_3412_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
544,040925_4662_w2FITC-C_1,0.0,02_VN,labeled,train
545,110624_3360_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
546,114124_3588_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
547,111124_3483_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
548,111124_3505_w2FITC-C_1,2.0,old_data,labeled,train
549,114124_3579_w2FITC-C_1,0.0,old_data,labeled,train
550,110724_3463_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
551,041225_4843_w2FITC-C_2,0.0,04_VN_P5D2,labeled,test
552,040925_4647_w2FITC-C,0.0,02_VN,labeled,train
553,040425_4559_w2FITC-C,0.0,03_FN_P5D2,labeled,test
554,012725_3746_w2FITC-C,0.0,01_FN,labeled,train
555,040425_4566_w2FITC-C,0.0,03_FN_P5D2,labeled,test
556,041125_4797_w2FITC-C_2,1.0,06_VN_Cilen100,labeled,test
557,111124_3508_w2FITC-C_1,0.0,old_data,labeled,train
558,012725_3755_w2FITC-C_1,1.0,01_FN,labeled,train
559,041225_4834_w2FITC-C_2,0.0,04_VN_P5D2,labeled,test
560,110624_3297_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
561,041125_4779_w2FITC-C,2.0,06_VN_Cilen100,labeled,test
562,111124_3480_w2FITC-C_1,0.0,old_data,labeled,train
563,110624_3321_w2FITC-C_2,,old_data_unlabeled,unlabeled,train
564,110624_3310_w2FITC-C_2,,old_data_unlabeled,unlabeled,train
565,110724_3411_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
566,041125_4776_w2FITC-C_1,0.0,06_VN_Cilen100,labeled,test
567,041125_4787_w2FITC-C,2.0,06_VN_Cilen100,labeled,test
568,013125_3836_w2FITC-C_1,2.0,02_VN,labeled,train
569,110624_3319_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
570,111124_3477_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
571,040225_4409_w2FITC-C,0.0,01_FN,labeled,train
572,041125_4798_w2FITC-C,1.0,06_VN_Cilen100,labeled,test
573,114124_3622_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
574,114124_3642_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
575,110724_3408_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
576,040925_4643_w2FITC-C,1.0,02_VN,labeled,train
577,110624_3299_w2FITC-C_2,,old_data_unlabeled,unlabeled,train
578,110624_3288_w2FITC-C_1,1.0,old_data,labeled,train
579,040425_4568_w2FITC-C,2.0,03_FN_P5D2,labeled,test
580,114124_3639_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
581,114124_3659_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
582,111124_3511_w2FITC-C_3,,old_data_unlabeled,unlabeled,train
583,110624_3330_w2FITC-C_1,0.0,old_data,labeled,train
584,040225_4392_w2FITC-C,0.0,01_FN,labeled,train
585,114124_3660_w2FITC-C_1,0.0,old_data,labeled,train
586,041225_4834_w2FITC-C_1,0.0,04_VN_P5D2,labeled,test
587,040225_4390_w2FITC-C_1,0.0,01_FN,labeled,train
588,110724_3459_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
589,040425_4554_w2FITC-C,0.0,05_FN_Cilen100,labeled,test
590,111124_3546_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
591,110624_3322_w2FITC-C_1,0.0,old_data,labeled,train
592,114124_3592_w2FITC-C_2,1.0,old_data,labeled,train
593,110724_3448_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
594,111124_3535_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
595,041125_4789_w2FITC-C_2,1.0,06_VN_Cilen100,labeled,test
596,111124_3497_w2FITC-C_2,,old_data_unlabeled,unlabeled,train
597,040925_4657_w2FITC-C,2.0,02_VN,labeled,train
598,111124_3503_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
599,012925_3831_w2FITC-C_1,0.0,02_VN,labeled,train
600,040425_4595_w2FITC-C_1,1.0,03_FN_P5D2,labeled,test
601,111124_3472_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
602,114124_3589_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
603,040225_4399_w2FITC-C_1,0.0,01_FN,labeled,train
604,110724_3463_w2FITC-C_2,0.0,old_data,labeled,train
605,110624_3325_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
606,114124_3580_w2FITC-C_1,1.0,old_data,labeled,train
607,111124_3524_w2FITC-C_2,,old_data_unlabeled,unlabeled,train
608,040325_4533_w2FITC-C,0.0,05_FN_Cilen100,labeled,test
609,110724_3370_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
610,041125_4807_w2FITC-C_1,1.0,06_VN_Cilen100,labeled,test
611,041225_4829_w2FITC-C,2.0,04_VN_P5D2,labeled,test
612,114124_3606_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
613,114124_3667_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
614,111124_3563_w2FITC-C_2,,old_data_unlabeled,unlabeled,train
615,040425_4574_w2FITC-C,0.0,03_FN_P5D2,labeled,test
616,111124_3566_w2FITC-C_2,,old_data_unlabeled,unlabeled,train
617,040325_4531_w2FITC-C,1.0,05_FN_Cilen100,labeled,test
618,012725_3748_w2FITC-C,0.0,01_FN,labeled,train
619,110724_3410_w2FITC-C_2,1.0,old_data,labeled,train
620,114124_3586_w2FITC-C_3,,old_data_unlabeled,unlabeled,train
621,110724_3429_w2FITC-C_1,0.0,old_data,labeled,train
622,012725_3763_w2FITC-C,1.0,01_FN,labeled,train
623,040925_4655_w2FITC-C,0.0,02_VN,labeled,train
624,114124_3572_w2FITC-C_2,,old_data_unlabeled,unlabeled,train
625,110624_3310_w2FITC-C_1,0.0,old_data,labeled,train
626,012725_3747_w2FITC-C,0.0,01_FN,labeled,train
627,110724_3438_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
628,040425_4579_w2FITC-C,1.0,03_FN_P5D2,labeled,test
629,114124_3587_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
630,114124_3585_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
631,114124_3608_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
632,013125_3838_w2FITC-C_2,2.0,02_VN,labeled,train
633,111124_3510_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
634,041125_4775_w2FITC-C_1,0.0,06_VN_Cilen100,labeled,test
635,041125_4796_w2FITC-C,1.0,06_VN_Cilen100,labeled,test
636,114124_3636_w2FITC-C_1,0.0,old_data,labeled,train
637,110624_3321_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
638,012725_3737_w2FITC-C_2,0.0,01_FN,labeled,train
639,111124_3504_w2FITC-C_1,2.0,old_data,labeled,train
640,110724_3468_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
641,114124_3612_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
642,110624_3313_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
643,012725_3750_w2FITC-C,2.0,01_FN,labeled,train
644,114124_3610_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
645,040325_4536_w2FITC-C,2.0,05_FN_Cilen100,labeled,test
646,114124_3651_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
647,114124_3629_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
648,110624_3336_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
649,111124_3508_w2FITC-C_3,0.0,old_data,labeled,train
650,040425_4581_w2FITC-C,1.0,03_FN_P5D2,labeled,test
651,041125_4794_w2FITC-C,0.0,06_VN_Cilen100,labeled,test
652,040425_4544_w2FITC-C,0.0,05_FN_Cilen100,labeled,test
653,114124_3591_w2FITC-C_1,2.0,old_data,labeled,train
654,110624_3302_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
655,110624_3303_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
656,111124_3555_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
657,110624_3287_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
658,012925_3825_w2FITC-C_1,0.0,02_VN,labeled,train
659,114124_3634_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
660,110624_3272_w2FITC-C_2,0.0,old_data,labeled,train
661,110724_3394_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
662,040925_4650_w2FITC-C,0.0,02_VN,labeled,train
663,110724_3377_w2FITC-C_1,1.0,old_data,labeled,train
664,111124_3562_w2FITC-C_1,0.0,old_data,labeled,train
665,110624_3309_w2FITC-C_1,0.0,old_data,labeled,train
666,040225_4400_w2FITC-C_1,1.0,01_FN,labeled,train
667,114124_3666_w2FITC-C_1,2.0,old_data,labeled,train
668,040225_4403_w2FITC-C_2,0.0,01_FN,labeled,train
669,110624_3356_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
670,114124_3581_w2FITC-C_1,2.0,old_data,labeled,train
671,114124_3647_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
672,012725_3749_w2FITC-C,0.0,01_FN,labeled,train
673,012925_3828_w2FITC-C_1,0.0,02_VN,labeled,train
674,110724_3407_w2FITC-C_!,0.0,old_data,labeled,train
675,110724_3406_w2FITC-C_3,,old_data_unlabeled,unlabeled,train
676,111124_3511_w2FITC-C_!,,old_data_unlabeled,unlabeled,train
677,111124_3565_w2FITC-C_1,0.0,old_data,labeled,train
678,041225_4827_w2FITC-C,1.0,04_VN_P5D2,labeled,test
679,040425_4550_w2FITC-C_1,0.0,05_FN_Cilen100,labeled,test
680,041225_4852_w2FITC-C,0.0,04_VN_P5D2,labeled,test
681,110624_3276_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
682,110724_3426_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
683,114124_3594_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
684,040225_4398_w2FITC-C,0.0,01_FN,labeled,train
685,114124_3570_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
686,110724_3390_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
687,110624_3292_w2FITC-C_1,1.0,old_data,labeled,train
688,012925_3829_w2FITC-C_2,2.0,02_VN,labeled,train
689,110724_3404_w2FITC-C_2,0.0,old_data,labeled,train
690,111124_3502_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
691,110724_3449_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
692,114124_3658_w2FITC-C_1,1.0,old_data,labeled,train
693,040425_4577_w2FITC-C_1,0.0,03_FN_P5D2,labeled,test
694,040425_4546_w2FITC-C,1.0,05_FN_Cilen100,labeled,test
695,012725_3743_w2FITC-C,1.0,01_FN,labeled,train
696,114124_3605_w2FITC-C_2,,old_data_unlabeled,unlabeled,train
697,041125_4806_w2FITC-C,0.0,06_VN_Cilen100,labeled,test
698,040425_4569_w2FITC-C,0.0,03_FN_P5D2,labeled,test
699,111124_3548_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
700,041225_4814_w2FITC-C_1,1.0,04_VN_P5D2,labeled,test
701,111124_3506_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
702,040425_4558_w2FITC-C,0.0,03_FN_P5D2,labeled,test
703,040425_4561_w2FITC-C,1.0,03_FN_P5D2,labeled,test
704,110624_3332_w2FITC-C_1,1.0,old_data,labeled,train
705,111124_3556_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
706,041225_4818_w2FITC-C,0.0,04_VN_P5D2,labeled,test
707,040225_4405_w2FITC-C,0.0,01_FN,labeled,train
708,041225_4839_w2FITC-C,2.0,04_VN_P5D2,labeled,test
709,041125_4790_w2FITC-C,1.0,06_VN_Cilen100,labeled,test
710,111124_3475_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
711,111124_3545_w2FITC-C_2,,old_data_unlabeled,unlabeled,train
712,040925_4662_w2FITC-C_2,0.0,02_VN,labeled,train
713,110724_3402_w2FITC-C_!,,old_data_unlabeled,unlabeled,train
714,110624_3298_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
715,041125_4765_w2FITC-C,0.0,06_VN_Cilen100,labeled,test
716,110724_3384_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
717,114124_3632_w2FITC-C_2,,old_data_unlabeled,unlabeled,train
718,040925_4656_w2FITC-C,0.0,02_VN,labeled,train
719,110624_3352_w2FITC-C_1,0.0,old_data,labeled,train
720,040425_4583_w2FITC-C,0.0,03_FN_P5D2,labeled,test
721,114124_3633_w2FITC-C_2,0.0,old_data,labeled,train
722,114124_3654_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
723,110724_3380_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
724,114124_3607_w2FITC-C_1,1.0,old_data,labeled,train
725,041225_4832_w2FITC-C,1.0,04_VN_P5D2,labeled,test
726,111124_3473_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
727,110624_3359_w2FITC-C_1,2.0,old_data,labeled,train
728,110624_3351_w2FITC-C_2,,old_data_unlabeled,unlabeled,train
729,111124_3526_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
730,114124_3655_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
731,110724_3435_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
732,041125_4763_w2FITC-C,1.0,06_VN_Cilen100,labeled,test
733,040425_4555_w2FITC-C,0.0,05_FN_Cilen100,labeled,test
734,111124_3485_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
735,114124_3621_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
736,110724_3373_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
737,040425_4563_w2FITC-C_1,0.0,03_FN_P5D2,labeled,test
738,110724_3451_w2FITC-C_!,,old_data_unlabeled,unlabeled,train
739,040925_4639_w2FITC-C,0.0,02_VN,labeled,train
740,041225_4850_w2FITC-C,0.0,04_VN_P5D2,labeled,test
741,040325_4522_w2FITC-C_2,0.0,05_FN_Cilen100,labeled,test
742,110624_3344_w2FITC-C_2,,old_data_unlabeled,unlabeled,train
743,040225_4399_w2FITC-C_2,0.0,01_FN,labeled,train
744,041225_4817_w2FITC-C,0.0,04_VN_P5D2,labeled,test
745,110724_3414_w2FITC-C_1,1.0,old_data,labeled,train
746,110724_3437_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
747,110724_3406_w2FITC-C_2,0.0,old_data,labeled,train
748,110724_3395_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
749,012925_3827_w2FITC-C_1,0.0,02_VN,labeled,train
750,111124_3504_w2FITC-C_2,,old_data_unlabeled,unlabeled,train
751,111124_3482_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
752,114124_3574_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
753,110624_3272_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
754,012725_3741_w2FITC-C_1,0.0,01_FN,labeled,train
755,040225_4401_w2FITC-C_1,1.0,01_FN,labeled,train
756,012725_3735_w2FITC-C_1,0.0,01_FN,labeled,train
757,114124_3601_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
758,041125_4776_w2FITC-C_2,1.0,06_VN_Cilen100,labeled,test
759,110624_3364_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
760,040425_4582_w2FITC-C,0.0,03_FN_P5D2,labeled,test
761,110724_3466_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
762,111124_3515_w2FITC-C_2,,old_data_unlabeled,unlabeled,train
763,110724_3389_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
764,111124_3484_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
765,041225_4843_w2FITC-C_1,0.0,04_VN_P5D2,labeled,test
766,110724_3374_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
767,114124_3593_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
768,110624_3318_w2FITC-C_1,0.0,old_data,labeled,train
769,040325_4517_w2FITC-C,0.0,05_FN_Cilen100,labeled,test
770,040425_4545_w2FITC-C_2,1.0,05_FN_Cilen100,labeled,test
771,040325_4532_w2FITC-C,0.0,05_FN_Cilen100,labeled,test
772,111124_3559_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
773,110724_3423_w2FITC-C_1,2.0,old_data,labeled,train
774,040425_4560_w2FITC-C_1,1.0,03_FN_P5D2,labeled,test
775,114124_3648_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
776,110724_3417_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
777,012925_3830_w2FITC-C_1,0.0,02_VN,labeled,train
778,114124_3653_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
779,040325_4530_w2FITC-C,0.0,05_FN_Cilen100,labeled,test
780,110724_3415_w2FITC-C_1,1.0,old_data,labeled,train
781,040225_4419_w2FITC-C,0.0,01_FN,labeled,train
782,013125_3841_w2FITC-C_1,0.0,02_VN,labeled,train
783,110624_3335_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
784,110724_3440_w2FITC-C_1,,old_data_unlabeled,unlabeled,train
785,040425_4584_w2FITC-C,0.0,03_FN_P5D2,labeled,test
786,041225_4816_w2FITC-C,0.0,04_VN_P5D2,labeled,test
787,110724_3432_w2FITC-C_1,1.0,old_data,labeled,train
788,041125_4802_w2FITC-C,2.0,06_VN_Cilen100,labeled,test
789,041225_4813_w2FITC-C,0.0,04_VN_P5D2,labeled,test
790,114124_3640_w2FITC-C_1,0.0,old_data,labeled,train
